voltage [V],current [A],time [s]
-0.004898667,-3.999965e-05,0.0
-0.004887015,-3.990025e-05,0.1410787
-0.004875422,-3.979947e-05,0.2821233
-0.004863054,-3.970014e-05,0.4231657
-0.004851669,-3.959922e-05,0.5642251
-0.004840523,-3.949991e-05,0.7052884
-0.004828453,-3.939879e-05,0.8463446
-0.004817039,-3.929966e-05,0.9873927
-0.004805446,-3.92003e-05,1.128448
-0.004793435,-3.909931e-05,1.269478
-0.004781395,-3.899998e-05,1.410513
-0.004769117,-3.889918e-05,1.551569
-0.00475809,-3.879993e-05,1.692635
-0.00474599,-3.870041e-05,1.833678
-0.004734635,-3.859936e-05,1.97473
-0.004723132,-3.850016e-05,2.115772
-0.004710793,-3.839916e-05,2.256818
-0.004699618,-3.829996e-05,2.397855
-0.004688561,-3.819889e-05,2.538904
-0.004675478,-3.809987e-05,2.679953
-0.004664302,-3.800046e-05,2.820993
-0.00465253,-3.789947e-05,2.962048
-0.004641324,-3.780003e-05,3.103073
-0.004628867,-3.769904e-05,3.244136
-0.004617423,-3.759989e-05,3.385167
-0.004605383,-3.749889e-05,3.526206
-0.00459379,-3.739966e-05,3.667257
-0.004582524,-3.730025e-05,3.808316
-0.00456962,-3.719945e-05,3.949352
-0.004558444,-3.710011e-05,4.090398
-0.004546165,-3.699881e-05,4.231447
-0.0045349,-3.689944e-05,4.372518
-0.00452292,-3.680031e-05,4.513574
-0.004512161,-3.669939e-05,4.654618
-0.004499495,-3.660003e-05,4.795671
-0.00448823,-3.649904e-05,4.936729
-0.004476219,-3.639968e-05,5.077777
-0.00446412,-3.629882e-05,5.218828
-0.004452616,-3.619953e-05,5.35989
-0.004441053,-3.610025e-05,5.500944
-0.004428715,-3.599921e-05,5.641996
-0.004417062,-3.589998e-05,5.783053
-0.004405618,-3.579901e-05,5.924102
-0.004393756,-3.569973e-05,6.065138
-0.004381567,-3.560037e-05,6.206179
-0.004369676,-3.549959e-05,6.347243
-0.004358381,-3.540024e-05,6.488291
-0.004346669,-3.529919e-05,6.629342
-0.004333884,-3.519979e-05,6.770392
-0.004322171,-3.50988e-05,6.911445
-0.004310638,-3.499955e-05,7.052506
-0.004299074,-3.490029e-05,7.193559
-0.004287422,-3.479933e-05,7.334592
-0.00427556,-3.469997e-05,7.475648
-0.004263431,-3.459919e-05,7.616686
-0.004252106,-3.449981e-05,7.757738
-0.004239529,-3.439881e-05,7.898787
-0.004228115,-3.429937e-05,8.039849
-0.004216343,-3.420029e-05,8.180891
-0.004204452,-3.409928e-05,8.321947
-0.00419268,-3.400003e-05,8.463019
-0.0041807,-3.389906e-05,8.604085
-0.004168153,-3.379963e-05,8.74513
-0.004157066,-3.370047e-05,8.886169
-0.004145294,-3.359947e-05,9.027223
-0.00413385,-3.350014e-05,9.168254
-0.004121035,-3.339915e-05,9.309293
-0.004109085,-3.330002e-05,9.450341
-0.00409767,-3.319904e-05,9.591377
-0.004085511,-3.30997e-05,9.732416
-0.004073501,-3.300037e-05,9.873464
-0.004061788,-3.289952e-05,10.01452
-0.004049718,-3.280024e-05,10.15556
-0.004036665,-3.269924e-05,10.29659
-0.0040254,-3.259988e-05,10.43765
-0.00401327,-3.249916e-05,10.5787
-0.004002005,-3.239974e-05,10.71974
-0.003989309,-3.230038e-05,10.86079
-0.003977686,-3.219942e-05,11.00186
-0.003964782,-3.21001e-05,11.14291
-0.003953069,-3.199925e-05,11.28396
-0.003940731,-3.189994e-05,11.42501
-0.003928989,-3.180049e-05,11.56607
-0.00391686,-3.169941e-05,11.70714
-0.003904432,-3.160024e-05,11.8482
-0.00389269,-3.149928e-05,11.98925
-0.003880501,-3.140005e-05,12.1303
-0.003868371,-3.1299e-05,12.27135
-0.003856272,-3.119987e-05,12.4124
-0.003843546,-3.110062e-05,12.55346
-0.003831506,-3.099955e-05,12.69449
-0.003819287,-3.090013e-05,12.83553
-0.003807276,-3.079916e-05,12.97657
-0.003794998,-3.070002e-05,13.11764
-0.003783315,-3.060066e-05,13.25868
-0.003769904,-3.049972e-05,13.39971
-0.003757775,-3.040044e-05,13.54076
-0.003745258,-3.029952e-05,13.68182
-0.003732949,-3.02002e-05,13.82287
-0.003720134,-3.00989e-05,13.96392
-0.003708035,-2.999957e-05,14.10497
-0.003695726,-2.990045e-05,14.24601
-0.003683001,-2.97994e-05,14.38706
-0.003669947,-2.970011e-05,14.5281
-0.003657579,-2.959915e-05,14.66916
-0.003645152,-2.94998e-05,14.81021
-0.003632307,-2.939894e-05,14.95126
-0.003618866,-2.929966e-05,15.0923
-0.003606707,-2.920027e-05,15.23336
-0.003593236,-2.909926e-05,15.3744
-0.003581047,-2.900013e-05,15.51545
-0.003567517,-2.889909e-05,15.65649
-0.003554523,-2.879981e-05,15.79756
-0.003541708,-2.870051e-05,15.93861
-0.003528327,-2.859964e-05,16.07965
-0.003514707,-2.850032e-05,16.2207
-0.003500789,-2.83992e-05,16.36175
-0.003487825,-2.829987e-05,16.5028
-0.00347352,-2.819885e-05,16.64384
-0.003460228,-2.809966e-05,16.7849
-0.003445745,-2.800034e-05,16.92592
-0.003432065,-2.78994e-05,17.06696
-0.003417969,-2.780005e-05,17.20801
-0.003403157,-2.769922e-05,17.34908
-0.003388882,-2.759989e-05,17.49011
-0.003374964,-2.750046e-05,17.63116
-0.003359616,-2.739945e-05,17.77221
-0.003343731,-2.730032e-05,17.91327
-0.003328055,-2.719929e-05,18.05431
-0.003311723,-2.710005e-05,18.19535
-0.003295124,-2.699901e-05,18.33639
-0.00327754,-2.689971e-05,18.47744
-0.00325951,-2.680047e-05,18.61848
-0.00324136,-2.669946e-05,18.75954
-0.003220677,-2.660026e-05,18.9006
-0.003199607,-2.64992e-05,19.04166
-0.00317511,-2.640006e-05,19.1827
-0.003143936,-2.629909e-05,19.32374
-0.00282228,-2.619982e-05,19.46481
-0.002821028,-2.610048e-05,19.60585
-0.002820551,-2.599962e-05,19.7469
-0.002819151,-2.590031e-05,19.88795
-0.002818346,-2.579929e-05,20.029
-0.00281778,-2.569996e-05,20.17004
-0.002817333,-2.560089e-05,20.31109
-0.002815664,-2.549986e-05,20.45216
-0.002815276,-2.540046e-05,20.5932
-0.002814293,-2.529947e-05,20.73424
-0.002813607,-2.520022e-05,20.87528
-0.00281319,-2.509935e-05,21.01633
-0.002812475,-2.500004e-05,21.15738
-0.002811819,-2.490057e-05,21.29842
-0.002810627,-2.479953e-05,21.43948
-0.002810359,-2.470033e-05,21.58053
