voltage [V],current [A],time [s]
-0.005049706,-6.999867e-05,0.0
-0.005042642,-6.989785e-05,0.1410759
-0.005035937,-6.979855e-05,0.2821174
-0.005028725,-6.969922e-05,0.4231727
-0.005022228,-6.959814e-05,0.5642431
-0.005015701,-6.949887e-05,0.7053068
-0.005008489,-6.939773e-05,0.8463467
-0.005001634,-6.929864e-05,0.9873889
-0.004994482,-6.919759e-05,1.128453
-0.004987687,-6.909837e-05,1.269503
-0.004981577,-6.899924e-05,1.410549
-0.004973859,-6.889837e-05,1.551599
-0.004966646,-6.879884e-05,1.692637
-0.004959643,-6.869773e-05,1.83368
-0.004953027,-6.859857e-05,1.974714
-0.004946679,-6.849933e-05,2.115765
-0.004939675,-6.839825e-05,2.256804
-0.004932672,-6.829912e-05,2.397841
-0.004925579,-6.819828e-05,2.538906
-0.004918873,-6.809889e-05,2.679947
-0.004911453,-6.799778e-05,2.820988
-0.004904479,-6.789842e-05,2.962045
-0.00489825,-6.779932e-05,3.103129
-0.00489074,-6.769825e-05,3.244162
-0.004884839,-6.759929e-05,3.385217
-0.004876763,-6.749816e-05,3.526273
-0.004870087,-6.73988e-05,3.667313
-0.004863322,-6.729955e-05,3.80836
-0.004856616,-6.719862e-05,3.949413
-0.004849792,-6.709923e-05,4.090485
-0.004842579,-6.699812e-05,4.231544
-0.004836172,-6.689914e-05,4.372595
-0.0048289,-6.679815e-05,4.513651
-0.00482133,-6.669873e-05,4.654715
-0.004815757,-6.659937e-05,4.795761
-0.004808009,-6.649853e-05,4.936803
-0.004801154,-6.639931e-05,5.077866
-0.004793912,-6.629818e-05,5.21892
-0.004787505,-6.61989e-05,5.359955
-0.004780143,-6.609809e-05,5.501017
-0.004773825,-6.599861e-05,5.642069
-0.004766583,-6.589937e-05,5.783105
-0.004759997,-6.579829e-05,5.924133
-0.004752547,-6.569899e-05,6.065191
-0.004745364,-6.559808e-05,6.206235
-0.00473997,-6.549901e-05,6.347287
-0.004731923,-6.539951e-05,6.488321
-0.00472483,-6.529846e-05,6.629375
-0.004719257,-6.519927e-05,6.770424
-0.004711509,-6.509825e-05,6.911464
-0.004704416,-6.499904e-05,7.052519
-0.004697531,-6.489793e-05,7.193576
-0.004690558,-6.479901e-05,7.334616
-0.004684389,-6.469962e-05,7.475661
-0.004676998,-6.459872e-05,7.616735
-0.004669756,-6.449892e-05,7.757796
-0.004662454,-6.43979e-05,7.898852
-0.00465557,-6.429869e-05,8.039905
-0.004648566,-6.419947e-05,8.180956
-0.004641354,-6.409857e-05,8.322
-0.004634976,-6.399912e-05,8.463054
-0.004628122,-6.389825e-05,8.604104
-0.004621655,-6.379891e-05,8.745158
-0.004613608,-6.369795e-05,8.886218
-0.004607618,-6.359856e-05,9.027271
-0.004601091,-6.349952e-05,9.168317
-0.004593432,-6.339855e-05,9.309362
-0.004586637,-6.32993e-05,9.450393
-0.004579872,-6.319817e-05,9.591444
