voltage [V],current [A],time [s]
6.735325e-06,-3.999966e-05,0.0
6.67572e-06,-3.990025e-05,0.1410796
6.258488e-06,-3.979946e-05,0.2821229
7.003546e-06,-3.970017e-05,0.4231856
7.092953e-06,-3.959924e-05,0.5642493
6.318092e-06,-3.949988e-05,0.7052849
7.152557e-06,-3.939877e-05,0.8463344
6.705523e-06,-3.929967e-05,0.9873837
6.318092e-06,-3.92003e-05,1.128431
6.67572e-06,-3.909934e-05,1.269485
6.735325e-06,-3.900002e-05,1.410534
6.318092e-06,-3.889918e-05,1.551592
6.198883e-06,-3.879993e-05,1.69263
6.586313e-06,-3.870041e-05,1.833666
6.228685e-06,-3.859938e-05,1.974706
6.765127e-06,-3.850019e-05,2.115774
6.765127e-06,-3.839917e-05,2.256798
6.198883e-06,-3.830003e-05,2.397843
6.973743e-06,-3.819895e-05,2.538909
6.467104e-06,-3.80999e-05,2.679944
6.496906e-06,-3.800046e-05,2.820977
6.467104e-06,-3.789953e-05,2.962007
6.258488e-06,-3.780001e-05,3.103056
7.241964e-06,-3.769905e-05,3.244114
7.003546e-06,-3.759988e-05,3.385174
6.824732e-06,-3.749893e-05,3.526208
6.556511e-06,-3.73997e-05,3.667259
6.109476e-06,-3.730027e-05,3.808287
6.765127e-06,-3.719947e-05,3.94933
6.914139e-06,-3.710009e-05,4.090389
6.586313e-06,-3.699883e-05,4.231438
6.824732e-06,-3.68995e-05,4.372483
6.914139e-06,-3.680034e-05,4.513543
6.645918e-06,-3.669938e-05,4.654581
6.67572e-06,-3.660002e-05,4.795627
6.109476e-06,-3.649908e-05,4.93667
6.109476e-06,-3.639968e-05,5.077712
6.437302e-06,-3.629885e-05,5.218758
6.824732e-06,-3.619955e-05,5.359789
7.06315e-06,-3.610023e-05,5.500855
6.556511e-06,-3.599926e-05,5.641902
6.765127e-06,-3.589998e-05,5.782957
6.735325e-06,-3.579905e-05,5.923995
6.67572e-06,-3.569973e-05,6.065029
6.765127e-06,-3.560043e-05,6.206061
6.67572e-06,-3.54996e-05,6.347109
6.437302e-06,-3.540023e-05,6.488145
7.122755e-06,-3.529919e-05,6.629204
6.496906e-06,-3.519979e-05,6.770239
6.467104e-06,-3.509878e-05,6.91129
6.914139e-06,-3.499954e-05,7.05233
6.824732e-06,-3.490022e-05,7.193369
6.556511e-06,-3.479929e-05,7.334409
7.122755e-06,-3.469997e-05,7.47548
6.884336e-06,-3.459917e-05,7.616542
7.003546e-06,-3.449984e-05,7.757597
6.437302e-06,-3.439879e-05,7.898642
7.06315e-06,-3.429936e-05,8.039683
6.67572e-06,-3.420026e-05,8.180721
6.914139e-06,-3.409926e-05,8.321778
6.824732e-06,-3.400001e-05,8.462807
7.152557e-06,-3.389902e-05,8.60386
6.824732e-06,-3.379965e-05,8.744911
6.645918e-06,-3.370045e-05,8.885951
7.092953e-06,-3.359941e-05,9.027025
6.586313e-06,-3.350011e-05,9.168055
6.437302e-06,-3.339915e-05,9.309097
7.152557e-06,-3.329998e-05,9.450172
6.79493e-06,-3.3199e-05,9.591212
7.122755e-06,-3.309971e-05,9.732266
7.003546e-06,-3.300034e-05,9.873332
6.765127e-06,-3.289949e-05,10.01436
6.824732e-06,-3.280021e-05,10.15539
7.003546e-06,-3.269927e-05,10.29645
7.152557e-06,-3.259988e-05,10.43752
6.735325e-06,-3.249913e-05,10.57854
6.496906e-06,-3.239968e-05,10.71958
6.765127e-06,-3.230039e-05,10.86063
7.003546e-06,-3.219942e-05,11.00169
6.79493e-06,-3.210014e-05,11.14272
7.361174e-06,-3.199928e-05,11.28377
6.914139e-06,-3.189994e-05,11.42483
7.122755e-06,-3.180052e-05,11.56587
6.79493e-06,-3.169944e-05,11.70691
6.645918e-06,-3.160023e-05,11.84795
7.629395e-06,-3.149925e-05,11.989
7.18236e-06,-3.140006e-05,12.13005
6.765127e-06,-3.129899e-05,12.27108
7.212162e-06,-3.11999e-05,12.41215
7.361174e-06,-3.110054e-05,12.55323
7.06315e-06,-3.099957e-05,12.69428
7.122755e-06,-3.090016e-05,12.83534
6.914139e-06,-3.079914e-05,12.97641
7.301569e-06,-3.069996e-05,13.11745
7.152557e-06,-3.060067e-05,13.25851
7.241964e-06,-3.049972e-05,13.39957
7.212162e-06,-3.040039e-05,13.54063
7.361174e-06,-3.029947e-05,13.68167
6.854534e-06,-3.020014e-05,13.82271
7.003546e-06,-3.009886e-05,13.96375
7.361174e-06,-2.999954e-05,14.10482
7.18236e-06,-2.990042e-05,14.24585
7.122755e-06,-2.979941e-05,14.38691
