voltage [V],current [A],time [s]
-0.00630039,-4.999946e-05,0.0
-0.006288141,-4.989999e-05,0.1410603
-0.006275475,-4.979892e-05,0.2821041
-0.006263137,-4.969984e-05,0.4231375
-0.006251723,-4.959892e-05,0.5641735
-0.006239474,-4.949958e-05,0.7052083
-0.006227136,-4.939856e-05,0.8462568
-0.006214619,-4.929953e-05,0.9873066
-0.00620243,-4.920007e-05,1.128359
-0.0061903,-4.909914e-05,1.269414
-0.00617817,-4.899959e-05,1.410476
-0.00616616,-4.88987e-05,1.551514
-0.006153524,-4.879938e-05,1.692564
-0.006141275,-4.869842e-05,1.833617
-0.006129354,-4.859922e-05,1.974677
-0.006117404,-4.849979e-05,2.115728
-0.006104618,-4.839897e-05,2.256773
-0.006093323,-4.829974e-05,2.397837
-0.00608018,-4.819877e-05,2.538899
-0.006068558,-4.809922e-05,2.679939
-0.006056815,-4.800021e-05,2.820999
-0.006043881,-4.78992e-05,2.962052
-0.006031305,-4.779981e-05,3.103087
-0.006019145,-4.769881e-05,3.244132
-0.006007135,-4.759956e-05,3.385181
-0.005995393,-4.749878e-05,3.526244
-0.005983472,-4.739937e-05,3.667278
-0.005970776,-4.730011e-05,3.808325
-0.005958647,-4.719912e-05,3.949367
-0.005947322,-4.709981e-05,4.090429
-0.005934,-4.69988e-05,4.231458
-0.005922168,-4.689963e-05,4.372495
-0.005909592,-4.679868e-05,4.513541
-0.00589788,-4.66994e-05,4.654571
-0.005885363,-4.660015e-05,4.795618
-0.00587374,-4.649931e-05,4.936661
-0.005861551,-4.639971e-05,5.077717
-0.005848855,-4.629872e-05,5.218739
-0.005837142,-4.619958e-05,5.359782
-0.005824834,-4.610029e-05,5.500823
-0.005812258,-4.599923e-05,5.641866
-0.005800813,-4.589999e-05,5.782905
-0.005788296,-4.579921e-05,5.923951
-0.005776316,-4.569974e-05,6.064996
-0.005764216,-4.559863e-05,6.206047
-0.005752355,-4.549937e-05,6.347087
-0.005739748,-4.540014e-05,6.488132
-0.005727291,-4.529911e-05,6.629199
-0.005715489,-4.519998e-05,6.770236
-0.005702794,-4.509898e-05,6.911294
-0.005690992,-4.499954e-05,7.052358
-0.005679011,-4.490047e-05,7.193416
-0.005666912,-4.479948e-05,7.334466
-0.005654365,-4.470005e-05,7.475527
-0.005642444,-4.459897e-05,7.616576
-0.005630165,-4.449987e-05,7.757622
-0.005618751,-4.439896e-05,7.898658
-0.005606592,-4.429955e-05,8.039724
-0.005594283,-4.420028e-05,8.180783
-0.005582094,-4.409945e-05,8.321839
-0.005569965,-4.40001e-05,8.462886
-0.005557567,-4.389884e-05,8.603941
-0.005545914,-4.379947e-05,8.745004
-0.005533367,-4.369876e-05,8.886051
-0.005521357,-4.359928e-05,9.027103
-0.005509466,-4.350007e-05,9.168154
-0.00549674,-4.339901e-05,9.309216
-0.005484998,-4.329965e-05,9.450261
-0.005472302,-4.319879e-05,9.591317
-0.005460441,-4.309954e-05,9.732379
-0.005448759,-4.300027e-05,9.873438
-0.005436689,-4.28991e-05,10.0145
-0.005424172,-4.280002e-05,10.15557
-0.005412072,-4.2699e-05,10.29663
-0.00540027,-4.259971e-05,10.43768
-0.005387813,-4.249864e-05,10.57873
-0.005375803,-4.239961e-05,10.71979
-0.005363762,-4.230034e-05,10.86083
-0.005351782,-4.219926e-05,11.00189
-0.005339831,-4.209975e-05,11.14294
-0.005328119,-4.199872e-05,11.284
-0.005315065,-4.189953e-05,11.42504
-0.005303502,-4.180025e-05,11.56609
-0.005290926,-4.169933e-05,11.70714
-0.005278856,-4.159998e-05,11.8482
-0.005266368,-4.149909e-05,11.98925
-0.005254686,-4.139982e-05,12.13029
-0.005242288,-4.129879e-05,12.27134
-0.00522995,-4.119941e-05,12.41239
-0.005218327,-4.110025e-05,12.55345
-0.005206257,-4.099925e-05,12.69451
-0.005194128,-4.090011e-05,12.83558
-0.005181819,-4.07989e-05,12.97663
-0.005170196,-4.069968e-05,13.11769
-0.00515765,-4.05988e-05,13.25875
-0.005145758,-4.049951e-05,13.39979
-0.005134016,-4.040007e-05,13.54083
-0.005121678,-4.029911e-05,13.68188
-0.005108863,-4.019996e-05,13.82293
-0.005097002,-4.009888e-05,13.96399
-0.005085319,-3.999972e-05,14.10505
-0.005072773,-3.990027e-05,14.24609
-0.005060852,-3.979947e-05,14.38716
-0.005048871,-3.970019e-05,14.5282
-0.005036324,-3.95993e-05,14.66924
-0.005024552,-3.949991e-05,14.8103
-0.005011976,-3.939879e-05,14.95136
-0.005000263,-3.929973e-05,15.0924
-0.0049887,-3.920034e-05,15.23346
-0.004975706,-3.909935e-05,15.37451
-0.004963309,-3.900005e-05,15.51555
-0.004951745,-3.889922e-05,15.65659
-0.004939407,-3.879998e-05,15.79765
-0.004927725,-3.870041e-05,15.93872
-0.004915088,-3.859942e-05,16.07977
-0.004902989,-3.850022e-05,16.22081
-0.004891068,-3.839924e-05,16.36186
-0.00487864,-3.83e-05,16.5029
-0.00486654,-3.819897e-05,16.64394
-0.004854083,-3.809993e-05,16.78499
-0.004842192,-3.800049e-05,16.92604
-0.004829705,-3.789952e-05,17.06707
-0.004818022,-3.780008e-05,17.20811
-0.004806042,-3.769908e-05,17.34916
-0.004794329,-3.759988e-05,17.49022
-0.004781187,-3.749896e-05,17.63125
-0.004769623,-3.739972e-05,17.77229
-0.004757553,-3.730028e-05,17.91335
-0.004745185,-3.719947e-05,18.05438
-0.004732966,-3.710011e-05,18.19542
-0.004721135,-3.699884e-05,18.33646
-0.004708558,-3.68995e-05,18.4775
-0.004696429,-3.68004e-05,18.61853
-0.00468421,-3.669939e-05,18.75956
-0.004672319,-3.660005e-05,18.9006
-0.004660398,-3.649907e-05,19.04165
-0.004648179,-3.639968e-05,19.18268
-0.00463596,-3.629888e-05,19.32371
-0.004623652,-3.619956e-05,19.46475
-0.004611582,-3.610023e-05,19.60579
-0.004599333,-3.599927e-05,19.74684
-0.004586935,-3.590006e-05,19.88788
-0.004574656,-3.579904e-05,20.02894
-0.004562497,-3.569979e-05,20.16998
-0.004550517,-3.560042e-05,20.31101
-0.004537821,-3.549962e-05,20.45205
-0.004525989,-3.540028e-05,20.59312
-0.004513681,-3.529925e-05,20.73417
-0.004501343,-3.519979e-05,20.87521
-0.004489571,-3.509878e-05,21.01627
-0.00447762,-3.499958e-05,21.15732
-0.004465282,-3.490027e-05,21.29837
-0.004452497,-3.479933e-05,21.4394
-0.004441291,-3.470002e-05,21.58046
-0.004428536,-3.459924e-05,21.72152
-0.004416585,-3.449984e-05,21.86257
-0.004404366,-3.439885e-05,22.00362
-0.004392356,-3.429942e-05,22.14468
-0.004379511,-3.420033e-05,22.28571
-0.00436753,-3.409928e-05,22.42676
-0.00435558,-3.400007e-05,22.56781
-0.004342794,-3.389905e-05,22.70886
-0.004330814,-3.379969e-05,22.8499
-0.004318655,-3.370045e-05,22.99094
-0.004306257,-3.359953e-05,23.13199
-0.004294008,-3.350017e-05,23.27305
-0.004281998,-3.339913e-05,23.41408
-0.004269183,-3.329999e-05,23.55513
-0.004257083,-3.319904e-05,23.69618
-0.004245073,-3.309974e-05,23.8372
-0.004232883,-3.300035e-05,23.97824
-0.004220188,-3.289954e-05,24.1193
-0.004208058,-3.280024e-05,24.26037
-0.004195511,-3.269926e-05,24.4014
