voltage [V],current [A],time [s]
-0.005049497,-6.999911e-05,0.0
-0.00504294,-6.989829e-05,0.1411064
-0.005036354,-6.979896e-05,0.2821608
-0.005029231,-6.969963e-05,0.4232066
-0.005022675,-6.959858e-05,0.5642787
-0.00501579,-6.949928e-05,0.7053188
-0.005009174,-6.93982e-05,0.8463625
-0.005001992,-6.929901e-05,0.9874107
-0.00499469,-6.919802e-05,1.128471
-0.004988015,-6.909881e-05,1.26952
-0.004981279,-6.899968e-05,1.410565
-0.004974395,-6.889872e-05,1.551614
-0.004967272,-6.879921e-05,1.69267
-0.004960358,-6.869811e-05,1.833704
-0.004954308,-6.859895e-05,1.974755
-0.004947305,-6.849976e-05,2.115817
-0.004940093,-6.839869e-05,2.256862
-0.004933685,-6.82995e-05,2.3979
-0.004926443,-6.819863e-05,2.538952
-0.004920006,-6.809933e-05,2.679984
-0.004913211,-6.799822e-05,2.821037
-0.004905939,-6.789889e-05,2.962091
-0.004899174,-6.779976e-05,3.103149
-0.00489223,-6.769868e-05,3.244207
-0.004885733,-6.75997e-05,3.385277
-0.004878104,-6.749853e-05,3.526334
-0.004871607,-6.739923e-05,3.667372
-0.00486508,-6.729999e-05,3.808437
-0.004858017,-6.719906e-05,3.949483
-0.004851162,-6.709961e-05,4.090538
-0.004844308,-6.69985e-05,4.231564
-0.004837632,-6.689952e-05,4.372627
-0.004829943,-6.67985e-05,4.513669
-0.004823208,-6.669914e-05,4.654698
-0.004817009,-6.659981e-05,4.795728
-0.004809797,-6.649893e-05,4.936781
-0.004803061,-6.639969e-05,5.07784
-0.004795939,-6.629855e-05,5.21887
-0.004789412,-6.619934e-05,5.35993
-0.004783124,-6.60985e-05,5.50099
-0.004775256,-6.599908e-05,5.642023
-0.004768789,-6.589977e-05,5.783063
-0.00476104,-6.57987e-05,5.924107
-0.004755318,-6.569939e-05,6.065168
-0.004747987,-6.559852e-05,6.206198
-0.004741251,-6.549936e-05,6.347231
-0.004734516,-6.539992e-05,6.488298
-0.004727602,-6.529881e-05,6.629354
-0.004720837,-6.519968e-05,6.770408
-0.004714102,-6.509863e-05,6.911441
-0.004706681,-6.499945e-05,7.052498
-0.004700124,-6.489837e-05,7.193539
-0.004693687,-6.479942e-05,7.334606
-0.004686505,-6.47e-05,7.475666
-0.00467959,-6.459915e-05,7.616716
-0.004673004,-6.44993e-05,7.75775
-0.004666001,-6.439831e-05,7.898784
-0.004659027,-6.429912e-05,8.03984
-0.004651785,-6.419982e-05,8.180879
-0.004645318,-6.409895e-05,8.321921
-0.004637778,-6.399953e-05,8.462975
-0.004631549,-6.389868e-05,8.604041
-0.004624546,-6.379938e-05,8.745074
-0.004616886,-6.369833e-05,8.886133
-0.004611254,-6.359894e-05,9.02717
-0.004603982,-6.349984e-05,9.168218
-0.004597396,-6.339893e-05,9.309258
-0.004590631,-6.329964e-05,9.450306
-0.004583776,-6.319857e-05,9.591351
-0.004576683,-6.309921e-05,9.732392
-0.00456959,-6.299838e-05,9.873436
-0.004563004,-6.289913e-05,10.01449
-0.004555643,-6.279963e-05,10.15555
-0.004549026,-6.26987e-05,10.29662
-0.004541785,-6.259939e-05,10.43766
-0.004535198,-6.249838e-05,10.57871
-0.004528165,-6.239915e-05,10.71975
-0.004521877,-6.22997e-05,10.86081
-0.004514486,-6.219903e-05,11.00185
-0.004507244,-6.209975e-05,11.14291
-0.004500955,-6.199884e-05,11.28396
-0.004494011,-6.189935e-05,11.42499
-0.004486501,-6.179835e-05,11.56606
-0.004480124,-6.169913e-05,11.70709
-0.004473031,-6.15998e-05,11.84814
-0.004465938,-6.149887e-05,11.98918
-0.0044595,-6.139957e-05,12.13023
-0.004452199,-6.129879e-05,12.27127
-0.004445642,-6.119942e-05,12.41232
-0.00443846,-6.110019e-05,12.55336
-0.004431695,-6.09991e-05,12.6944
-0.00442484,-6.089985e-05,12.83545
-0.004418314,-6.079891e-05,12.97651
-0.004411101,-6.069976e-05,13.11757
-0.004404396,-6.059876e-05,13.25862
-0.004397213,-6.049954e-05,13.39967
-0.004390806,-6.04002e-05,13.5407
-0.004383713,-6.029927e-05,13.68176
-0.004376501,-6.01997e-05,13.82281
-0.004369289,-6.009874e-05,13.96385
-0.004362583,-5.999955e-05,14.10491
-0.004355967,-5.989871e-05,14.24597
-0.004348695,-5.979929e-05,14.38701
-0.004342109,-5.969996e-05,14.52806
-0.004335433,-5.959914e-05,14.66911
-0.00432831,-5.949977e-05,14.81017
-0.0043208,-5.939875e-05,14.95121
-0.004314721,-5.929937e-05,15.09226
-0.00430727,-5.920019e-05,15.23331
-0.004300505,-5.90992e-05,15.37436
-0.00429374,-5.900001e-05,15.51541
-0.00428614,-5.889892e-05,15.65644
-0.004279882,-5.879955e-05,15.79749
-0.004272789,-5.869877e-05,15.93853
-0.004265964,-5.859954e-05,16.07958
-0.004259139,-5.850002e-05,16.22063
-0.004251927,-5.839905e-05,16.36168
-0.004244894,-5.829991e-05,16.50271
-0.004238039,-5.819887e-05,16.64376
-0.004231364,-5.809955e-05,16.7848
-0.004224539,-5.799864e-05,16.92586
-0.004217744,-5.78995e-05,17.06689
-0.004210383,-5.780016e-05,17.20795
-0.004202694,-5.769898e-05,17.34899
-0.004196227,-5.759951e-05,17.49005
-0.004189372,-5.749849e-05,17.63112
-0.004182696,-5.739924e-05,17.77218
-0.004175872,-5.730013e-05,17.91323
-0.004168212,-5.719908e-05,18.05429
-0.004161596,-5.709966e-05,18.19532
-0.004154593,-5.699885e-05,18.33635
