voltage,current,time
0.0001368225,1.410954e-05,0.0
0.0001297295,1.973717e-05,0.5421459
0.0001299083,1.908315e-05,1.084279
0.0001308322,1.44036e-05,1.626402
0.0001283586,2.149423e-05,2.168536
0.0002706051,1.667731e-05,2.71063
0.0002720058,1.779117e-05,3.252743
0.0002707541,1.71737e-05,3.794887
0.0002729595,1.71361e-05,4.336994
0.0002713203,1.645926e-05,4.879125
0.0003404915,4.002708e-06,5.421239
0.0003652275,4.091067e-06,5.96336
0.0003891289,4.187692e-06,6.505499
0.0004132092,4.355679e-06,7.047627
0.0004376471,4.752306e-06,7.589774
0.0004616082,5.60598e-06,8.131896
0.0004856288,7.300288e-06,8.674025
0.000541538,1.513085e-05,9.216131
0.0005504787,1.18484e-05,9.758252
0.0005581975,1.098693e-05,10.30037
0.0006225407,1.261954e-05,10.8425
0.0005531013,1.225201e-05,11.3846
0.0006252229,1.06818e-05,11.92675
0.0006260872,1.030264e-05,12.46887
0.0006493032,1.144817e-05,13.01099
0.0007025003,1.108961e-05,13.5531
0.000772953,1.135434e-05,14.09521
0.0007874966,1.053815e-05,14.63733
0.000793308,1.118728e-05,15.17944
0.0007934868,1.094164e-05,15.72155
0.0008014441,1.051987e-05,16.26367
0.0007999539,1.123687e-05,16.80577
0.0008040667,1.118542e-05,17.3479
0.0008771122,1.073966e-05,17.89004
0.0009400547,1.090905e-05,18.43217
0.0009074211,1.089962e-05,18.97427
0.000946492,1.075689e-05,19.5164
0.0009934902,1.085654e-05,20.05851
0.001030087,1.05364e-05,20.60062
0.001037538,1.062255e-05,21.14274
0.00104472,1.048634e-05,21.68486
0.00105074,1.067878e-05,22.22697
0.001107723,1.082884e-05,22.76909
0.00111869,1.078495e-05,23.31122
0.001115084,1.069938e-05,23.85335
0.001155555,1.048634e-05,24.39548
0.001210511,4.915171e-06,24.93761
0.001235157,4.922505e-06,25.47972
0.001259148,4.92658e-06,26.02184
0.00128305,4.932983e-06,26.56397
0.001307607,4.941598e-06,27.10608
0.00133124,4.946953e-06,27.6482
0.001355827,4.948815e-06,28.19031
0.001380235,4.946021e-06,28.73244
0.001404226,4.948815e-06,29.27456
0.001428127,4.95289e-06,29.81667
0.001452535,4.953472e-06,30.35878
0.001476824,4.955335e-06,30.90089
0.001500607,4.958594e-06,31.443
0.001525015,4.963484e-06,31.98513
0.001549184,4.966161e-06,32.52724
0.001573116,4.969072e-06,33.06936
0.001597643,4.972797e-06,33.61145
0.001621723,4.976522e-06,34.15357
0.001645446,4.980713e-06,34.6957
0.001670122,4.985603e-06,35.23781
0.001694024,4.990725e-06,35.77994
0.001717925,4.995498e-06,36.32206
0.001742631,5.001668e-06,36.86417
0.001766652,5.007489e-06,37.40631
0.00179109,5.014706e-06,37.94844
0.001814961,5.02076e-06,38.49057
0.001839221,5.029375e-06,39.03268
0.001863241,5.037291e-06,39.57481
0.001887411,5.045673e-06,40.11693
0.0019117,5.05452e-06,40.65906
0.001935571,5.063834e-06,41.20119
0.001960337,5.074544e-06,41.7433
0.001984239,5.084788e-06,42.28542
0.0020082,5.097128e-06,42.82756
0.002032667,5.109585e-06,43.3697
0.002056539,5.122856e-06,43.91184
0.00208059,5.137525e-06,44.45397
0.002105117,5.15359e-06,44.9961
0.002128929,5.170354e-06,45.53824
0.002153069,5.188514e-06,46.08038
0.002177685,5.209586e-06,46.62249
0.002201438,5.232287e-06,47.16462
0.002225667,5.256268e-06,47.70676
0.002250075,5.283277e-06,48.24888
0.002274364,5.314243e-06,48.79101
0.002298146,5.346024e-06,49.33313
0.002322584,5.384907e-06,49.87525
0.002346754,5.426817e-06,50.41738
0.002370566,5.474081e-06,50.9595
0.002395064,5.530659e-06,51.50162
0.002419144,5.594222e-06,52.04372
0.002443165,5.669543e-06,52.58582
0.002467722,5.760696e-06,53.12792
0.002491444,5.867914e-06,53.67004
0.002515435,6.004586e-06,54.21217
0.002540022,6.189453e-06,54.75428
0.002563983,6.423914e-06,55.2964
0.002587885,6.781309e-06,55.83851
0.002612442,7.37852e-06,56.38061
0.002636492,8.344185e-06,56.92274
0.0026609,1.030345e-05,57.46487
0.002685398,2.060307e-05,58.00697
0.002708912,4.841993e-05,58.54908
0.002732962,8.345663e-05,59.09119
0.002757758,0.0001222901,59.6333
0.00278154,0.0001611416,60.17543
0.002805412,0.0001986376,60.71754
0.002829939,0.0002302511,61.25965
0.002854168,0.0002342298,61.80175
0.00286144,0.0002475112,62.34388
0.002920747,0.0002474672,62.886
0.002920687,0.0002427221,63.42812
0.002945274,0.0002451992,63.97022
0.002979696,0.0002442864,64.51234
0.002986848,0.0002444563,65.05447
