voltage [V],current [A],time [s]
-0.004627645,-0.0001800079,0.0
-0.004597008,-0.0001787955,0.1410863
-0.004568219,-0.0001776018,0.2821441
-0.00453946,-0.0001764067,0.4231901
-0.004508972,-0.0001751957,0.5642305
-0.004480034,-0.000174002,0.7052686
-0.00445053,-0.0001728064,0.8463341
-0.00442037,-0.0001715934,0.9873815
-0.004390895,-0.0001703992,1.128416
-0.004362047,-0.0001692055,1.269467
-0.004333079,-0.0001680097,1.410508
-0.004302979,-0.0001667975,1.551546
-0.004273355,-0.0001656017,1.692603
-0.004244387,-0.0001644087,1.833667
-0.004213661,-0.0001631929,1.974706
-0.004184365,-0.0001619977,2.11575
-0.00415501,-0.0001608043,2.256797
-0.004125029,-0.0001595926,2.397853
-0.00409466,-0.0001583975,2.538904
-0.004065454,-0.0001572024,2.67998
-0.004035383,-0.0001560082,2.821034
-0.004005015,-0.000154797,2.962092
-0.003975391,-0.0001536014,3.10313
-0.003945082,-0.0001524072,3.244197
-0.003915012,-0.0001511953,3.38526
-0.003884315,-0.0001500002,3.526308
-0.003854007,-0.0001488056,3.667357
-0.003823578,-0.0001475944,3.80841
-0.003792822,-0.0001463986,3.94946
-0.003761739,-0.0001452017,4.090495
-0.003730506,-0.0001440088,4.23154
-0.003698915,-0.0001427967,4.372602
-0.003667712,-0.0001416017,4.513646
-0.00363636,-0.0001404062,4.654693
-0.00360325,-0.0001391963,4.795733
-0.00357157,-0.0001380004,4.936782
-0.003538519,-0.0001368044,5.077823
-0.003504127,-0.000135592,5.218864
-0.00347051,-0.0001343979,5.35991
-0.003435582,-0.0001332038,5.500954
-0.003399462,-0.000132008,5.642009
-0.003361732,-0.0001307974,5.783058
-0.003322244,-0.0001296015,5.924105
-0.003280491,-0.0001284071,6.065149
-0.003233075,-0.0001271948,6.206205
-0.003175706,-0.0001260013,6.34727
-0.002816528,-0.0001248053,6.488332
-0.002814233,-0.000123594,6.629366
-0.002813369,-0.0001224014,6.770412
-0.002811164,-0.0001212057,6.911466
-0.002809495,-0.0001199936,7.052508
-0.002807796,-0.000118798,7.193541
-0.002806246,-0.0001176047,7.334596
-0.002804309,-0.0001164094,7.475656
-0.002802253,-0.0001151976,7.616697
-0.002800822,-0.0001140018,7.75777
-0.002799243,-0.0001128085,7.89882
-0.002797425,-0.0001115943,8.039867
-0.002795637,-0.0001103991,8.180893
-0.002794504,-0.0001092058,8.321939
-0.002792865,-0.0001079931,8.462983
-0.002791435,-0.0001067996,8.60403
-0.002789319,-0.0001056043,8.745084
-0.002788693,-0.00010441,8.886146
-0.002787113,-0.0001031968,9.027199
-0.002785057,-0.0001020026,9.168249
-0.002784789,-0.0001008089,9.309294
-0.002782255,-9.959668e-05,9.450353
-0.002781421,-9.840133e-05,9.591399
-0.002779365,-9.720481e-05,9.73245
-0.002778232,-9.599514e-05,9.87351
-0.002776295,-9.479898e-05,10.01457
-0.002775252,-9.360118e-05,10.15561
-0.002773702,-9.240548e-05,10.29667
-0.00277257,-9.119604e-05,10.43772
-0.002770811,-9.000057e-05,10.57877
-0.002768844,-8.880603e-05,10.71981
-0.002767473,-8.759531e-05,10.86087
-0.002766192,-8.640019e-05,11.00191
-0.002765149,-8.520484e-05,11.14296
-0.002763242,-8.399226e-05,11.28401
-0.002761364,-8.279819e-05,11.42507
-0.002760887,-8.160237e-05,11.56612
-0.002758712,-8.039165e-05,11.70717
-0.002757311,-7.919769e-05,11.84822
-0.002755582,-7.800246e-05,11.98928
-0.00275439,-7.680431e-05,12.13032
-0.00275296,-7.559336e-05,12.27138
-0.002751529,-7.44001e-05,12.41245
-0.00274983,-7.320428e-05,12.55351
-0.002748728,-7.199275e-05,12.69455
-0.002747416,-7.079926e-05,12.83561
-0.002745509,-6.960321e-05,12.97666
-0.002743632,-6.839004e-05,13.11772
-0.002742171,-6.719539e-05,13.25878
-0.002741396,-6.60012e-05,13.39982
-0.002739787,-6.480655e-05,13.54087
-0.002738088,-6.359431e-05,13.68191
-0.0027363,-6.239826e-05,13.82296
-0.002735019,-6.120477e-05,13.964
-0.002734035,-5.9988e-05,14.10506
-0.002732068,-5.879346e-05,14.2461
-0.002730578,-5.759997e-05,14.38716
-0.00272882,-5.638809e-05,14.52819
-0.002727419,-5.519204e-05,14.66923
-0.002726048,-5.399843e-05,14.81027
-0.002724648,-5.280459e-05,14.95132
-0.00272283,-5.159143e-05,15.09236
-0.002721965,-5.039631e-05,15.23341
-0.002719849,-4.920317e-05,15.37445
-0.002718806,-4.799082e-05,15.5155
-0.002716571,-4.67964e-05,15.65655
-0.002715319,-4.560081e-05,15.79762
-0.002713412,-4.439044e-05,15.93869
-0.002712667,-4.319439e-05,16.07975
-0.002711058,-4.199718e-05,16.22079
-0.00270927,-4.078518e-05,16.36185
-0.002707988,-3.959169e-05,16.5029
-0.00270614,-3.839761e-05,16.64394
-0.002704561,-3.720261e-05,16.78501
-0.002702981,-3.599201e-05,16.92607
-0.002700746,-3.479572e-05,17.06712
-0.002699405,-3.360107e-05,17.20815
-0.002697915,-3.238884e-05,17.34921
-0.002696544,-3.119477e-05,17.49026
-0.002694607,-2.999895e-05,17.6313
-0.002693146,-2.87873e-05,17.77235
-0.002691418,-2.759299e-05,17.91341
-0.002689928,-2.639799e-05,18.05445
-0.002687514,-2.519868e-05,18.1955
-0.002685696,-2.398656e-05,18.33656
-0.002684563,-2.27947e-05,18.4776
-0.002682626,-2.159853e-05,18.61864
-0.002680689,-2.038688e-05,18.75968
-0.002678573,-1.91913e-05,18.90073
-0.002676517,-1.799804e-05,19.04178
-0.002674758,-1.678534e-05,19.18284
-0.002672374,-1.559104e-05,19.3239
-0.00267005,-1.439615e-05,19.46495
-0.002668023,-1.32008e-05,19.60601
-0.002665102,-1.199043e-05,19.74707
-0.002662241,-1.079426e-05,19.88812
-0.002659291,-9.600772e-06,20.02915
-0.002654642,-8.38656e-06,20.1702
-0.002651423,-7.191091e-06,20.31125
-0.002645046,-5.998067e-06,20.4523
-0.002634913,-4.786416e-06,20.59335
-0.002585322,-3.590714e-06,20.73441
-0.000608474,-2.395827e-06,20.87546
7.152557e-06,-1.201523e-06,21.01651
7.390976e-06,1.234002e-08,21.15758
7.092953e-06,1.184875e-06,21.29895
7.003546e-06,2.395711e-06,21.44003
7.152557e-06,3.590016e-06,21.58109
6.914139e-06,4.78467e-06,21.72216
7.122755e-06,5.99667e-06,21.86322
6.884336e-06,7.190276e-06,22.00427
7.241964e-06,8.386443e-06,22.14534
7.092953e-06,9.599258e-06,22.28638
7.420778e-06,1.07931e-05,22.42743
6.973743e-06,1.198822e-05,22.56849
7.033348e-06,1.319998e-05,22.70955
7.241964e-06,1.439441e-05,22.8506
7.241964e-06,1.558801e-05,22.99164
7.18236e-06,1.678313e-05,23.1327
7.331371e-06,1.799618e-05,23.27376
7.390976e-06,1.918909e-05,23.41481
0.002694786,2.038409e-05,23.55586
0.002696335,2.159562e-05,23.69691
0.002698451,2.279121e-05,23.83795
0.002700686,2.398423e-05,23.979
0.002702087,2.519554e-05,24.12006
0.002704173,2.63945e-05,24.26111
0.002705276,2.75895e-05,24.40216
0.002707243,2.880034e-05,24.54322
0.002708256,2.999499e-05,24.68427
0.002710432,3.119023e-05,24.82532
0.002711892,3.240036e-05,24.96636
0.002713919,3.359595e-05,25.10741
0.002715379,3.47906e-05,25.24847
0.002717167,3.598642e-05,25.38951
0.00271827,3.719656e-05,25.53056
0.002720445,3.839226e-05,25.67161
0.002721518,3.95868e-05,25.81267
0.002722949,4.079647e-05,25.95371
0.002724737,4.199147e-05,26.09475
0.002726108,4.318857e-05,26.23579
0.002727568,4.440104e-05,26.37685
0.00272885,4.559394e-05,26.51788
0.002730906,4.67893e-05,26.65895
0.00273183,4.800106e-05,26.8
0.002733678,4.91963e-05,26.94104
0.002735138,5.038956e-05,27.08208
0.002736747,5.160179e-05,27.22313
0.002738297,5.279679e-05,27.36417
0.002740264,5.399028e-05,27.50522
0.002741158,5.518564e-05,27.64628
0.002742827,5.639624e-05,27.78734
0.002743959,5.759217e-05,27.92839
0.002745837,5.878485e-05,28.06945
0.002747059,5.999755e-05,28.2105
0.002748579,6.119616e-05,28.35156
0.002750605,6.238988e-05,28.49261
0.002751559,6.360176e-05,28.63369
0.002753526,6.479723e-05,28.77473
0.002754599,6.599305e-05,28.91579
0.002756149,6.720249e-05,29.05682
0.002757132,6.839761e-05,29.19787
0.002759248,6.959331e-05,29.33891
0.002761215,7.080601e-05,29.47995
0.002762198,7.19988e-05,29.621
0.002763629,7.319322e-05,29.76207
0.002764612,7.438869e-05,29.90312
0.002766699,7.559895e-05,30.04417
0.002768159,7.679372e-05,30.18523
0.002769381,7.79907e-05,30.32627
0.002771169,7.920293e-05,30.46731
0.002772093,8.039654e-05,30.60834
0.002773374,8.159259e-05,30.7494
0.002775192,8.280296e-05,30.89045
0.002776891,8.399645e-05,31.0315
0.002777815,8.51918e-05,31.17254
0.00278008,8.640462e-05,31.31359
0.002780914,8.759892e-05,31.45463
0.002782851,8.879229e-05,31.59568
0.002784103,9.000511e-05,31.73673
0.002785653,9.119941e-05,31.8778
0.002787024,9.23929e-05,32.01883
0.002788663,9.358767e-05,32.15988
0.002790302,9.480363e-05,32.30092
0.002790779,9.599817e-05,32.44196
0.002793133,9.719166e-05,32.58299
0.002794683,9.840296e-05,32.72405
0.002796322,9.959855e-05,32.8651
0.002797902,0.0001007935,33.00615
0.002799183,0.0001020044,33.14719
0.002800167,0.0001031999,33.28824
0.002802104,0.0001043943,33.42928
0.002803981,0.000105605,33.57033
0.002805799,0.0001068008,33.71137
0.002806276,0.0001079956,33.85244
0.002807766,0.0001092067,33.99347
0.002809376,0.0001104001,34.13452
0.002811849,0.0001115956,34.27557
0.002812177,0.0001128092,34.41662
0.002814621,0.0001140028,34.55767
0.002815962,0.0001151975,34.69872
0.002818108,0.0001163926,34.83979
0.002819508,0.0001176047,34.98084
0.002821356,0.0001187975,35.12189
0.002823383,0.0001199929,35.26295
0.002824664,0.0001212055,35.40402
0.002826542,0.0001224006,35.54506
0.00282833,0.0001235944,35.68611
0.002830505,0.000124805,35.82717
0.002833009,0.0001259999,35.96821
0.002834827,0.0001271938,36.10927
0.002837241,0.0001284062,36.25031
0.002839506,0.0001295999,36.39137
0.002842009,0.0001307959,36.53241
0.00284487,0.0001320062,36.67345
0.002847642,0.0001332017,36.81451
0.002851069,0.0001343971,36.95555
0.002855062,0.0001355897,37.09661
0.002860367,0.000136802,37.23764
0.003583968,0.0001379973,37.37869
0.003615946,0.0001391924,37.51974
