voltage [V],current [A],time [s]
-0.002705246,-5.999939e-05,0.0
-0.002705157,-5.989852e-05,0.1410893
-0.002705127,-5.979913e-05,0.2821355
-0.002704799,-5.96998e-05,0.423172
-0.002704412,-5.959893e-05,0.5642279
-0.00270471,-5.949957e-05,0.705274
-0.002704412,-5.939858e-05,0.8463359
-0.002704412,-5.929919e-05,0.9873882
-0.002704501,-5.920004e-05,1.128426
-0.00270468,-5.909901e-05,1.269471
-0.002704591,-5.899981e-05,1.410495
-0.002704322,-5.889867e-05,1.551544
-0.002704233,-5.879934e-05,1.692591
-0.002704352,-5.869854e-05,1.833659
-0.002703547,-5.859931e-05,1.974714
-0.002704412,-5.849986e-05,2.115772
-0.002703756,-5.839887e-05,2.256831
-0.002704412,-5.829972e-05,2.397898
-0.002703637,-5.819868e-05,2.53895
-0.002704263,-5.809939e-05,2.680002
-0.002704263,-5.79984e-05,2.821072
-0.002703786,-5.789932e-05,2.962118
-0.002703547,-5.779999e-05,3.10318
-0.002703369,-5.769884e-05,3.244238
-0.00270319,-5.759941e-05,3.385296
-0.002703875,-5.749833e-05,3.526359
-0.002703428,-5.739905e-05,3.667408
-0.002703369,-5.729997e-05,3.808454
-0.002703547,-5.719889e-05,3.949513
-0.002702415,-5.70995e-05,4.090544
-0.002702981,-5.699866e-05,4.231587
-0.002702624,-5.689939e-05,4.372634
-0.002702743,-5.679835e-05,4.513689
-0.002703071,-5.669892e-05,4.654727
-0.002702594,-5.659994e-05,4.795772
-0.00270313,-5.649887e-05,4.936822
-0.002702892,-5.639963e-05,5.077866
-0.002701849,-5.62986e-05,5.218904
-0.002702147,-5.619928e-05,5.359948
-0.002702564,-5.610003e-05,5.501009
-0.002702355,-5.599907e-05,5.642038
-0.002702475,-5.589971e-05,5.783084
-0.002702057,-5.579861e-05,5.924133
-0.002701581,-5.569936e-05,6.065178
-0.002701938,-5.559844e-05,6.206207
-0.002701938,-5.549914e-05,6.347256
-0.002701759,-5.539974e-05,6.488296
-0.002701432,-5.529892e-05,6.629363
-0.002701491,-5.519977e-05,6.770404
-0.002701819,-5.50987e-05,6.911448
-0.0027017,-5.499925e-05,7.052493
-0.002701908,-5.48985e-05,7.193521
-0.002702028,-5.479918e-05,7.334559
-0.002701193,-5.469982e-05,7.47562
-0.002700955,-5.459879e-05,7.616683
-0.002700984,-5.449966e-05,7.757732
-0.002700567,-5.439871e-05,7.898789
-0.002700955,-5.429938e-05,8.039846
-0.002700895,-5.420018e-05,8.180898
-0.002700567,-5.4099e-05,8.32194
-0.002700984,-5.399983e-05,8.463002
-0.002700478,-5.389877e-05,8.604056
-0.002701133,-5.379974e-05,8.745119
-0.00270015,-5.369858e-05,8.886169
-0.002700478,-5.359948e-05,9.027231
-0.002700776,-5.350023e-05,9.168282
-0.002700329,-5.33992e-05,9.309336
-0.002700329,-5.329972e-05,9.450393
-0.002700567,-5.319866e-05,9.591457
-0.002700299,-5.309965e-05,9.7325
-0.002700001,-5.30002e-05,9.873554
-0.002699941,-5.289922e-05,10.01462
-0.00270021,-5.280004e-05,10.15566
-0.002699643,-5.269914e-05,10.2967
-0.002699614,-5.259975e-05,10.43774
-0.002700061,-5.24986e-05,10.5788
-0.002700061,-5.239939e-05,10.71983
-0.002700031,-5.230011e-05,10.86088
-0.002699435,-5.21991e-05,11.00192
-0.00270012,-5.210003e-05,11.14295
-0.002699077,-5.199884e-05,11.28398
-0.002699435,-5.189948e-05,11.42502
-0.002699256,-5.17986e-05,11.56606
