voltage [V],current [A],time [s]
-0.004766822,-0.0003500006,0.0
-0.004748821,-0.0003486052,0.1410845
-0.004729927,-0.0003471898,0.2821336
-0.004711986,-0.0003457947,0.4231736
-0.004694462,-0.0003443984,0.5642282
-0.004676074,-0.0003429996,0.7052774
-0.004658759,-0.0003416038,0.8463252
-0.004640371,-0.0003402065,0.9873687
-0.004622072,-0.0003387926,1.128429
-0.004603654,-0.0003373972,1.269477
-0.004585654,-0.0003359993,1.410541
-0.004567832,-0.000334603,1.551583
-0.004549652,-0.0003332067,1.69264
-0.004531473,-0.000331793,1.833684
-0.004513711,-0.0003303967,1.974751
-0.004495263,-0.0003290002,2.115822
-0.004477441,-0.0003276039,2.256872
-0.004458874,-0.0003262055,2.397919
-0.004441321,-0.0003247934,2.538968
-0.004423261,-0.0003233964,2.680041
-0.004404724,-0.000321999,2.821105
-0.004386723,-0.0003206041,2.962156
-0.004368275,-0.0003192059,3.103223
-0.004350483,-0.000317808,3.24429
-0.004332662,-0.000316394,3.385321
-0.004314005,-0.0003149968,3.526375
-0.004296273,-0.0003136012,3.667442
-0.004278064,-0.0003122033,3.808492
-0.004259527,-0.0003108082,3.949538
-0.004241198,-0.0003093937,4.090598
-0.004222453,-0.0003079958,4.231642
-0.004204839,-0.0003066009,4.372706
-0.004187107,-0.0003052033,4.513757
-0.0041686,-0.0003038067,4.654809
-0.004150063,-0.0003023939,4.795859
-0.004131407,-0.0003009932,4.936902
-0.004113317,-0.0002995958,5.077952
-0.004095048,-0.0002981999,5.219018
-0.004076511,-0.0002968041,5.360055
-0.004058301,-0.000295406,5.501081
-0.004039675,-0.0002939939,5.642125
-0.004021227,-0.0002925971,5.783162
-0.00400281,-0.0002911985,5.924208
-0.003984511,-0.0002898036,6.065242
-0.003965855,-0.0002884062,6.206303
-0.003946811,-0.0002869924,6.347341
-0.003928602,-0.0002855971,6.488393
-0.003910601,-0.0002841991,6.62945
-0.003891557,-0.000282801,6.770506
-0.003872424,-0.0002814045,6.911552
-0.003854036,-0.0002800077,7.0526
-0.003835112,-0.0002785944,7.193657
-0.003816903,-0.0002771979,7.334703
-0.003797352,-0.0002758012,7.475752
-0.003778696,-0.0002744028,7.616813
-0.003759593,-0.0002730074,7.757859
-0.00374037,-0.0002715932,7.898896
-0.003722161,-0.000270196,8.039937
-0.003702104,-0.0002688006,8.180995
-0.003683418,-0.0002674027,8.322052
-0.00366348,-0.0002660064,8.463088
-0.003644168,-0.0002645946,8.604138
-0.003624588,-0.0002631964,8.745163
-0.00360468,-0.0002618001,8.886224
-0.003584683,-0.0002604031,9.027282
-0.003564984,-0.0002590076,9.168322
-0.003544986,-0.0002576103,9.309379
-0.003524065,-0.0002561957,9.450421
-0.003503978,-0.0002548005,9.591475
-0.003483027,-0.0002534026,9.732521
-0.003461927,-0.0002520061,9.873561
-0.003440619,-0.0002506103,10.0146
-0.003418565,-0.0002491942,10.15565
-0.003396928,-0.0002477972,10.2967
-0.003374279,-0.0002464014,10.43776
-0.003351092,-0.0002450054,10.57879
-0.003327936,-0.0002436079,10.71985
-0.003302425,-0.0002421951,10.86088
