voltage [V],current [A],time [s]
-0.0002636313,-0.0001500002,0.0
-0.0002591908,-0.000147847,0.1411018
-0.0002545714,-0.0001457075,0.2821533
-0.0002502203,-0.0001435543,0.4231873
-0.0002456307,-0.0001414506,0.5642216
-0.00024122,-0.0001392976,0.7052607
-0.0002371669,-0.0001371587,0.8463145
-0.0002326071,-0.0001350056,0.9873552
-0.0002277493,-0.0001328504,1.128408
-0.0002236962,-0.000130697,1.269451
-0.0002193451,-0.0001285586,1.410497
-0.0002151132,-0.0001264565,1.551552
-0.000210017,-0.0001243025,1.692614
-0.0002058148,-0.0001221494,1.833641
-0.0002016425,-0.0001199939,1.9747
-0.0001975298,-0.0001178581,2.11576
-0.0001930892,-0.0001157034,2.256796
-0.0001889169,-0.0001135503,2.397842
-0.000184834,-0.0001114437,2.538884
-0.0001803339,-0.0001093076,2.679934
-0.0001755655,-0.0001071534,2.820974
-0.0001713932,-0.0001050005,2.962026
-0.0001676083,-0.0001028448,3.103087
-0.0001630485,-0.0001007081,3.244121
-0.0001589358,-9.855314e-05,3.385179
-0.0001552105,-9.645091e-05,3.526225
-0.0001511872,-9.429187e-05,3.667254
-0.0001465082,-9.2156e-05,3.808293
-0.0001421869,-9.000173e-05,3.949333
-0.0001376271,-8.784863e-05,4.090398
-0.000133425,-8.569274e-05,4.231431
-0.0001294315,-8.355756e-05,4.372471
-0.0001251698,-8.145254e-05,4.513513
-0.0001212358,-7.929932e-05,4.654563
-0.0001170635,-7.714226e-05,4.795602
-0.000113219,-7.500686e-05,4.936669
-0.0001088679,-7.285213e-05,5.07772
-0.0001041591,-7.069868e-05,5.218764
-0.000100553,-6.854301e-05,5.359813
-9.638071e-05,-6.645732e-05,5.500854
-9.208918e-05,-6.430247e-05,5.641907
-8.749962e-05,-6.214867e-05,5.782948
-8.419156e-05,-5.998905e-05,5.923981
-8.013844e-05,-5.785318e-05,6.065038
-7.510185e-05,-5.569903e-05,6.206078
-7.05719e-05,-5.354628e-05,6.34712
-6.55055e-05,-5.144032e-05,6.488191
-6.058812e-05,-4.930294e-05,6.629225
-5.543232e-05,-4.714914e-05,6.77028
-4.74453e-05,-4.499417e-05,6.911334
-2.703071e-05,-4.284037e-05,7.052384
-9.23872e-06,-4.070171e-05,7.193436
-1.013279e-06,-3.854872e-05,7.334481
3.576279e-06,-3.64451e-05,7.475505
6.347895e-06,-3.429106e-05,7.616546
6.467104e-06,-3.21531e-05,7.757589
6.67572e-06,-2.999941e-05,7.898628
6.347895e-06,-2.78448e-05,8.03967
6.765127e-06,-2.569042e-05,8.180718
6.645918e-06,-2.354942e-05,8.321749
6.854534e-06,-2.144778e-05,8.462792
6.824732e-06,-1.929374e-05,8.603822
7.033348e-06,-1.714006e-05,8.744888
7.06315e-06,-1.498521e-05,8.885933
7.539988e-06,-1.284841e-05,9.027003
6.586313e-06,-1.069345e-05,9.168057
6.79493e-06,-8.539297e-06,9.309097
6.824732e-06,-6.434508e-06,9.450155
6.705523e-06,-4.296307e-06,9.591193
7.450581e-06,-2.14274e-06,9.732249
7.271767e-06,1.129229e-08,9.87329
6.765127e-06,2.141926e-06,10.01463
7.003546e-06,4.296191e-06,10.15568
7.361174e-06,6.432412e-06,10.29675
6.735325e-06,8.537667e-06,10.43778
6.705523e-06,1.069112e-05,10.57882
7.003546e-06,1.284503e-05,10.71987
7.271767e-06,1.498172e-05,10.86093
7.838011e-06,1.71361e-05,11.00198
6.973743e-06,1.928955e-05,11.14305
7.838011e-06,2.144347e-05,11.28411
7.271767e-06,2.354558e-05,11.42517
7.152557e-06,2.568623e-05,11.56624
6.973743e-06,2.783991e-05,11.7073
8.106232e-06,2.999452e-05,11.84835
2.151728e-05,3.214716e-05,11.98938
3.254414e-05,3.428571e-05,12.13043
4.154444e-05,3.643869e-05,12.27148
4.87864e-05,3.85422e-05,12.41253
5.507469e-05,4.069554e-05,12.55356
6.088614e-05,4.285132e-05,12.6946
6.660819e-05,4.499021e-05,12.83564
7.170439e-05,4.714343e-05,12.97668
7.599592e-05,4.929781e-05,13.11773
8.103251e-05,5.145057e-05,13.25878
8.490682e-05,5.353743e-05,13.39983
8.928776e-05,5.569065e-05,13.54087
9.36985e-05,5.784479e-05,13.68191
9.760261e-05,5.999731e-05,13.82295
0.0001022518,6.213924e-05,13.96399
0.0001063943,6.429246e-05,14.10502
0.0001107156,6.644707e-05,14.24608
0.0001144111,6.85493e-05,14.38712
0.000118643,7.070438e-05,14.52818
0.0001224279,7.28406e-05,14.66923
