voltage,current,time
7.241964e-06,1.380744e-05,0.0
5.185604e-06,6.236369e-07,0.5421388
4.172325e-06,1.422863e-05,1.084266
2.235174e-06,9.39751e-06,1.626399
1.639128e-06,1.48213e-05,2.168533
-8.940697e-07,8.012052e-06,2.710654
-2.622604e-06,2.511172e-05,3.25276
-3.188848e-06,2.240541e-05,3.794875
0.0001361668,1.778069e-05,4.337002
-6.496906e-06,1.711666e-05,4.879132
0.0001344085,1.875404e-05,5.421285
0.0001316965,1.530221e-05,5.963398
0.0001288056,1.417613e-05,6.505525
0.0001247227,1.944066e-05,7.047633
0.0001274347,1.696614e-05,7.58975
0.0001249015,1.62879e-05,8.131851
0.0001251698,1.601549e-05,8.673969
0.0002627075,1.619349e-05,9.21608
0.000264883,1.68382e-05,9.758202
0.0002661645,1.786987e-05,10.30033
0.0001580715,2.061285e-05,10.84244
0.0001215339,1.946045e-05,11.38454
0.0001175404,1.848082e-05,11.92667
0.0002662539,1.730723e-05,12.46879
0.0002654493,1.836126e-05,13.01092
0.0002669692,1.640583e-05,13.55301
0.0002687573,1.709722e-05,14.09515
0.0002672672,1.764984e-05,14.63725
0.0004109442,1.856079e-05,15.17936
0.0004139245,1.829211e-05,15.7215
0.0004174411,1.757185e-05,16.26362
0.0002630949,1.570897e-05,16.80573
0.000421226,1.733098e-05,17.34783
0.0003380477,3.975932e-06,17.88995
0.0003482103,4.011323e-06,18.43206
0.0003579557,4.042173e-06,18.97416
0.0003682971,4.083617e-06,19.51629
0.0003783107,4.120404e-06,20.05839
0.000388056,4.167552e-06,20.60048
0.0003980994,4.217029e-06,21.14262
0.0004082024,4.288158e-06,21.68475
0.000418216,4.392816e-06,22.22688
0.0004283488,4.530302e-06,22.76901
0.0004382133,4.753121e-06,23.31112
0.0004479587,5.017384e-06,23.85325
0.0004582107,5.428097e-06,24.39538
0.0004679263,5.947775e-06,24.9375
0.0004783273,6.610178e-06,25.47959
0.0004882813,7.808208e-06,26.02172
0.0004958212,1.300126e-05,26.56384
0.0004921854,8.523464e-06,27.10597
0.0004934967,7.393537e-06,27.64808
0.0005605519,9.731739e-06,28.19019
0.0005607009,9.625568e-06,28.73229
0.0005481243,9.263284e-06,29.27442
0.000557512,1.099939e-05,29.81655
0.0005554855,8.940697e-06,30.35868
0.0005572736,9.744079e-06,30.90078
0.0005452633,1.279206e-05,31.44289
0.0006261766,1.181639e-05,31.985
0.0005433261,1.295086e-05,32.52712
0.0006237328,1.199369e-05,33.06923
0.0006253719,1.087459e-05,33.61135
0.0006250739,1.082465e-05,34.15348
0.0006242394,1.095887e-05,34.6956
0.0006233454,1.13378e-05,35.23772
0.000701189,1.094502e-05,35.77985
0.0006195903,1.1581e-05,36.32197
0.0007021129,1.145527e-05,36.86408
0.0007009208,1.11215e-05,37.40619
0.0007005334,1.111603e-05,37.94831
0.0007494986,1.144991e-05,38.49044
0.0007030666,1.072546e-05,39.03256
0.0007031858,1.121173e-05,39.5747
0.0007146299,1.142721e-05,40.11681
0.0007866025,1.099578e-05,40.65894
0.0007843673,1.062138e-05,41.20107
0.0007880032,1.089519e-05,41.74319
0.0007883906,1.096062e-05,42.28532
0.000790894,1.090032e-05,42.82746
0.0007919967,1.089729e-05,43.36957
0.0007941425,1.056527e-05,43.9117
0.0008842945,1.066655e-05,44.45381
0.0008912683,1.040497e-05,44.99592
0.0007949173,1.128868e-05,45.53804
0.0007928908,1.1225e-05,46.08015
0.0008885264,1.070171e-05,46.62227
0.0008946359,1.088378e-05,47.16442
0.0008956492,1.075445e-05,47.70654
0.0008969605,1.073652e-05,48.24868
0.0009206533,1.081196e-05,48.79079
0.00090307,1.070311e-05,49.3329
0.0009113252,1.063047e-05,49.87503
0.001001537,1.067983e-05,50.41715
0.0009067357,1.089915e-05,50.95927
0.001003861,1.031428e-05,51.50138
0.0009121299,1.110951e-05,52.04351
0.001012743,1.029985e-05,52.58562
0.0009178817,1.093268e-05,53.12775
0.001021415,1.080404e-05,53.66987
0.001022041,1.060485e-05,54.21199
0.001025528,1.056411e-05,54.75411
0.001027197,1.061719e-05,55.29624
0.001031488,1.061731e-05,55.83837
0.001070201,1.072825e-05,56.38048
0.001040131,1.04038e-05,56.92259
0.001041234,1.08236e-05,57.4647
0.001134187,1.053931e-05,58.00681
0.001122326,1.075328e-05,58.54893
0.001148134,1.031382e-05,59.09105
0.00115186,1.062092e-05,59.63318
0.001157731,1.029659e-05,60.17531
0.001143366,1.044432e-05,60.71744
0.001179963,1.027284e-05,61.25954
0.001179248,1.027132e-05,61.80165
0.001181036,1.071231e-05,62.34375
0.001153857,1.071999e-05,62.88589
0.001197219,1.053803e-05,63.42802
0.001157612,1.045142e-05,63.97013
0.001176953,1.043105e-05,64.51223
0.001202017,1.062744e-05,65.05432
