voltage,current,time
6.830692e-05,3.514624e-05,0.1528514
5.057454e-05,3.529633e-05,0.1543734
1.037121e-05,3.544759e-05,0.1558852
9.23872e-07,3.559535e-05,0.1573974
-2.744794e-05,3.574546e-05,0.1589151
-4.991889e-05,3.589729e-05,0.1604318
-5.108118e-05,3.604505e-05,0.161948
-4.87268e-05,3.61969e-05,0.1634818
-2.035499e-05,3.634815e-05,0.1649873
1.275539e-05,3.649824e-05,0.1665152
5.292892e-05,3.664776e-05,0.1680142
6.002188e-05,3.67961e-05,0.1695215
7.775426e-05,3.694677e-05,0.1710282
7.539988e-05,3.709688e-05,0.1725287
5.412102e-05,3.724638e-05,0.1740478
2.101064e-05,3.73988e-05,0.1755667
-2.622604e-06,3.754832e-05,0.1770774
-3.218651e-05,3.769899e-05,0.1785889
-5.108118e-05,3.784735e-05,0.180103
-5.108118e-05,3.799686e-05,0.181616
-4.75347e-05,3.814811e-05,0.1831361
-3.33488e-05,3.829705e-05,0.1846568
3.278255e-06,3.844888e-05,0.1861667
2.220273e-05,3.859839e-05,0.1876641
4.467368e-05,3.874674e-05,0.1891715
6.949902e-05,3.889858e-05,0.1906664
6.476045e-05,3.904692e-05,0.1921733
4.11272e-05,3.919761e-05,0.1936852
3.638864e-05,3.934711e-05,0.1951841
6.824732e-06,3.949663e-05,0.1966935
-4.398823e-05,3.964789e-05,0.1982045
-5.108118e-05,3.979797e-05,0.1997176
-5.346537e-05,3.99475e-05,0.2012297
-5.581975e-05,4.009758e-05,0.2027459
-2.154708e-05,4.024767e-05,0.2042612
-9.715557e-06,4.039719e-05,0.2057602
-1.430511e-06,4.054554e-05,0.2072583
5.766749e-05,4.069853e-05,0.2087655
6.830692e-05,4.084806e-05,0.2102771
5.766749e-05,4.099698e-05,0.2117706
5.766749e-05,4.114765e-05,0.2132898
3.284216e-05,4.129717e-05,0.2147923
1.15633e-05,4.144784e-05,0.2162958
0.0026761,4.159503e-05,0.2178056
0.002645344,4.174803e-05,0.2193148
0.002641797,4.189754e-05,0.220817
0.00262171,4.204648e-05,0.2223333
0.002657175,4.219715e-05,0.2238509
0.002689093,4.234666e-05,0.2253619
0.002687901,4.249559e-05,0.2268713
0.002751738,4.264568e-05,0.2283666
0.002775401,4.279694e-05,0.2298679
0.002762377,4.294704e-05,0.2313654
0.002761215,4.309713e-05,0.2328713
0.002734005,4.324665e-05,0.2343811
0.00271982,4.339674e-05,0.2358897
0.002704471,4.354566e-05,0.2373966
0.002672553,4.369635e-05,0.2389056
0.002644181,4.384818e-05,0.2404068
0.002646536,4.400293e-05,0.2419241
0.002660722,4.414022e-05,0.2434413
0.00266546,4.429555e-05,0.2449513
0.002698541,4.44468e-05,0.2464617
0.002743483,4.460679e-05,0.2479508
0.002755284,4.473653e-05,0.2494574
0.00278604,4.490989e-05,0.250944
0.002774209,4.503787e-05,0.2524452
0.002754122,4.520892e-05,0.2539542
0.002724558,4.533632e-05,0.2554602
0.002712727,4.55062e-05,0.2569618
0.002664268,4.563709e-05,0.2584712
0.002647728,4.580637e-05,0.2599693
0.002639443,4.593552e-05,0.2614824
0.002664268,4.610715e-05,0.2630231
0.002680808,4.62491e-05,0.2645343
0.002705634,4.639803e-05,0.2660355
0.002717465,4.654114e-05,0.267533
0.002760023,4.670229e-05,0.2690305
0.002770662,4.683551e-05,0.2705255
0.002774209,4.700189e-05,0.2720342
0.002763569,4.713802e-05,0.2735356
0.002732843,4.730324e-05,0.2750577
0.002699733,4.744345e-05,0.2765594
0.002661914,4.76011e-05,0.2780756
0.002644181,4.774479e-05,0.2796122
0.002635896,4.789198e-05,0.2811489
0.002635896,4.805779e-05,0.2826794
0.002673715,4.819623e-05,0.284211
0.002711564,4.834808e-05,0.2857323
0.002708018,4.849643e-05,0.2872543
0.002744645,4.864769e-05,0.2887721
0.002770662,4.87972e-05,0.2902791
0.002775401,4.894729e-05,0.2917968
0.002751738,4.909739e-05,0.2933309
0.002748191,4.92469e-05,0.2948412
0.002706826,4.939815e-05,0.2963534
0.002664268,4.954767e-05,0.297867
0.002651274,4.969659e-05,0.2993901
0.002638251,4.984727e-05,0.3009067
0.00263235,4.99962e-05,0.3024229
